Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,County
1966,38.6,42.4,47.4,55.8,63.5,67,72.9,73.6,68.5,55,46.7,41.2,56.1,Benton
1967,44.3,46,47,50.4,61.2,70.9,75.8,78,70.5,57.2,44.4,37,57,Benton
1968,38.9,44.1,50,52.6,62.6,69.2,76.8,70.8,66.3,52.9,43.9,34.4,55.3,Benton
1969,24.1,34.6,46.5,54,64.4,73.4,73.1,69.8,65,49.6,42.1,35.8,M,Benton
1970,32.8,41.1,44.8,49.3,60.7,71.4,75.6,72.6,60.5,50.4,40.8,33.7,M,Benton
1971,38.2,40.2,41.8,51.7,62.4,63.9,74.4,76.9,59.9,51.8,42.7,34.5,53.3,Benton
1972,34.2,37.3,47.9,50.3,62.7,68.9,73.4,74.4,61.2,52,41.8,30.7,M,Benton
1973,31,38.8,47.5,53.4,62.1,67.3,74.5,71.9,64.8,54,41.9,40.8,54,Benton
1974,30.7,43.8,47,53.8,59.4,71.8,74,74.9,68,53.6,44.9,40,55.2,Benton
1975,35.8,35.5,44.2,49,60.1,66.7,77.9,71.3,66.3,54.6,41.6,37,M,Benton
1976,36.3,39.8,44,51.7,61.2,65.5,73.5,71.4,68.8,53.4,42.1,32.7,53.4,Benton
1977,27.4,42.6,47.5,57.8,59.2,73.2,74.4,79.1,62.7,53.2,42.8,38.1,M,Benton
1978,34.2,40.8,49.5,53.9,59.9,70.5,75.6,73.2,64.4,52.7,35.4,31.8,M,Benton
1979,15.3,36.2,47.9,53,63.3,69.9,76.4,75.1,68.6,57.7,37.8,39.3,53.5,Benton
1980,27.1,36.4,46.5,56.1,62,65.7,75,71,M,53.9,43.8,38.5,M,Benton
1981,39,40.9,49.4,54,61.4,66,73.3,77.2,66.1,52.4,44.2,35.2,55,Benton
1982,33.2,40.3,46.7,51.3,60.1,70.1,73,73.5,63.9,51.7,38.5,M,M,Benton
1983,40.2,43.1,50.1,52.6,63,66.8,M,76.4,60.5,51.8,46.1,24.9,M,Benton
1984,33.6,40.5,48.6,50.9,56.6,65.3,74.4,73.8,M,M,M,M,M,Benton
1985,27.4,M,45.9,56.6,63.6,70.2,80.1,M,61.7,M,M,23.7,M,Benton
1986,35.8,41.4,M,52.4,M,M,M,M,M,M,44.8,M,M,Benton
1987,M,M,M,M,M,M,M,M,M,M,M,M,M,Benton
1988,M,M,M,M,61,66.8,73.4,71.5,63.8,57.6,45.4,33.2,M,Benton
1989,M,26.4,44.4,56,59.7,69.5,72.3,70.5,64.8,53.2,45.3,33.5,M,Benton
1990,41,37.5,46.2,56.4,58.9,67.5,75.9,74,69.8,52.1,46.7,26.6,M,Benton
1991,28.6,43.3,43.6,52.9,58.2,62.8,73.7,75.2,66.2,52.7,41.5,38.4,M,Benton
1992,37.8,41.5,48.9,M,63.1,71.8,73.2,72.7,62,53.6,M,31.3,M,Benton
1993,23.2,30.7,41.1,52.4,65,66.4,67.8,70.4,64.4,54.1,35.5,36.2,M,Benton
1994,M,36,48.3,56.3,62.5,66.5,76.3,M,M,53.3,39.9,36,M,Benton
1995,34.6,42.5,M,M,63,66.8,73.9,69.8,67.8,M,45.2,34.2,M,Benton
1996,30.6,33.3,44.5,54.5,56.6,65.8,74.6,72,63,52.1,38.6,M,M,Benton
1997,33.8,39.8,46.9,51.4,62.4,65.7,72.2,75.5,65.4,52.6,M,35.1,M,Benton
1998,36.4,41.8,47.2,52.2,60.2,68.1,78.5,75.6,68.9,51.7,M,35,M,Benton
1999,39.6,42.9,45.6,50.7,57.1,66.1,71.2,74.4,62.9,51.9,46.7,39.2,54.1,Benton
2000,34.9,39.3,45.4,55.2,60.7,67.6,72.7,72.5,62.6,51.7,35.4,31.1,52.5,Benton
2001,33.9,36.8,45.8,51.3,62.1,64.7,73,74.9,M,53,42.7,36.7,M,Benton
2002,38.9,38.7,43.2,53.2,58.5,68.5,76,72.1,64.5,50.4,41.4,38.4,53.7,Benton
2003,39.3,40.1,50,53.2,60,69.2,76.5,74.2,66.9,57.3,39,34.8,55.1,Benton
2004,30,37.3,50.5,54.8,61,68.8,76.5,75,64.1,54.8,41,37.3,54.4,Benton
2005,31.6,38.3,48.9,53.9,62.8,66.8,75,74.1,63.5,55.1,40.1,30.1,53.4,Benton
2006,41,37.3,45.8,52.8,61.4,68.4,77.2,72.5,64.9,52.2,42.4,31.4,M,Benton
2007,30.1,39.4,48.2,52.3,61.2,67.1,77.6,71.8,64.4,52.3,41,35.6,53.4,Benton
2008,30.5,M,44.2,48.8,62,65.6,74,72.3,64.7,52.1,43,27.5,M,Benton
2009,33,36.3,42.7,51.8,61,69.2,76.3,74,66.8,50.5,42.4,26.3,52.6,Benton
2010,38.7,42.3,46.9,52.9,56.4,65.1,73.7,72.6,64.7,54,38.7,34.6,M,Benton
2011,35.8,37.1,45,48.1,56.3,64.9,70.3,74.2,67.7,54.5,40.3,32.3,52.2,Benton
2012,34.4,38.9,45.9,53.9,59.1,64.2,74.4,74.3,65.6,52.9,43.4,37.8,53.8,Benton
2013,31.9,40.2,46.8,52.9,61.4,67.8,76.8,75.6,67.6,50.3,38.7,28.3,53.4,Benton
2014,35.2,35,M,54.2,62.7,67.5,78.2,75.9,66.7,58.4,39.6,37,M,Benton
2015,35,43.7,50.7,52.9,64.3,75,78,74.6,63.6,58.6,39.8,36.1,56.1,Benton
2016,34.8,44.1,47.9,58.9,63.7,69.2,73.5,74.2,64.3,54,47.4,28.9,55.1,Benton
2017,22.3,32.9,46.6,52.1,61.5,68.6,76.8,75.1,65.5,52.1,42.5,31.4,52.4,Benton
2018,38.2,39.4,45,53.6,66,67.5,76.7,73.8,63.7,52.3,41.1,37,54.6,Benton
2019,36,25.1,37,55.3,63.4,69.2,73.1,75.2,65.4,48.2,38.5,34.9,52,Benton
2020,40.1,41.2,45.3,54.3,61.5,69.3,80.1,80.2,70.5,57.9,44.9,37.4,M,Benton
2021,38.9,34.8,46.6,54.7,62.3,74.4,79.2,74.6,65.8,54.2,46.1,36.2,M,Benton
2022,31,38.4,49,47.6,57,66.8,77.5,78.5,68.4,M,M,M,M,Benton
